Training accuracy,Training loss_epoch,Training loss_step,Validation accuracy,Validation loss_epoch,Validation loss_step,epoch,step
,,0.0023023122921586037,,,,0,49
,,,,,0.010090114548802376,,0
,,,,,0.006567991804331541,,1
,,,,,0.005378537345677614,,2
,,,,,0.0035993794444948435,,3
,,,,,0.0017278813757002354,,4
,,,,,0.007230738177895546,,5
,,,,,0.006527186371386051,,6
,,,,,0.020839044824242592,,7
,,,,,0.007349311374127865,,8
,,,,,0.006404384505003691,,9
,,,0.9666666388511658,0.00764926103875041,,0,53
0.908823549747467,0.02153356373310089,,,,,0,53
,,0.002278688596561551,,,,1,99
,,,,,0.0013390076346695423,,10
,,,,,0.0008882136316969991,,11
,,,,,0.004160590004175901,,12
,,,,,0.002254185965284705,,13
,,,,,0.0002974224044010043,,14
,,,,,0.004984955303370953,,15
,,,,,0.0015137161826714873,,16
,,,,,0.00638275220990181,,17
,,,,,0.0014240439049899578,,18
,,,,,0.004530829843133688,,19
,,,0.9850000143051147,0.00266068778000772,,1,107
0.9838235378265381,0.0034700799733400345,,,,,1,107
,,0.0003935393178835511,,,,2,149
,,,,,0.0011403242824599147,,20
,,,,,0.000852326862514019,,21
,,,,,0.004715047776699066,,22
,,,,,0.0015329185407608747,,23
,,,,,0.00018578532035462558,,24
,,,,,0.0022965341340750456,,25
,,,,,0.0011974950321018696,,26
,,,,,0.003295309841632843,,27
,,,,,0.0007028160616755486,,28
,,,,,0.00215916964225471,,29
,,,0.9916666746139526,0.00178434606641531,,2,161
0.9929412007331848,0.001369214034639299,,,,,2,161
,,0.0007929870625957847,,,,3,199
,,,,,0.0009666809346526861,,30
,,,,,0.0002566488110460341,,31
,,,,,0.003895543282851577,,32
,,,,,0.0009432147489860654,,33
,,,,,3.5137687518727034e-05,,34
,,,,,0.005176845006644726,,35
,,,,,0.0005967241013422608,,36
,,,,,0.004795835353434086,,37
,,,,,0.0015787441516295075,,38
,,,,,0.0016929786652326584,,39
,,,0.9916666746139526,0.0020138926338404417,,3,215
0.9979411959648132,0.0007209887262433767,,,,,3,215
,,0.0012065856717526913,,,,4,249
,,,,,0.0005398612702265382,,40
,,,,,0.00048753447481431067,,41
,,,,,0.0034172600135207176,,42
,,,,,0.0005041209515184164,,43
,,,,,2.145152393495664e-05,,44
,,,,,0.0026738049928098917,,45
,,,,,0.00038546364521607757,,46
,,,,,0.0018808315508067608,,47
,,,,,0.00019909691764041781,,48
,,,,,0.0008855511550791562,,49
,,,0.9933333396911621,0.0011137607507407665,,4,269
0.9994117617607117,0.0005121139110997319,,,,,4,269
,,0.00019344195607118309,,,,5,299
,,,,,0.00024276445037685335,,50
,,,,,0.0007570040761493146,,51
,,,,,0.0047563607804477215,,52
,,,,,0.0007255084929056466,,53
,,,,,2.007129296544008e-05,,54
,,,,,0.002074702875688672,,55
,,,,,0.0004065849061589688,,56
,,,,,0.0008052806369960308,,57
,,,,,9.987681551137939e-05,,58
,,,,,0.0008955876692198217,,59
,,,0.9933333396911621,0.001090560108423233,,5,323
0.9994117617607117,0.00026284094201400876,,,,,5,323
,,0.0002592226373963058,,,,6,349
,,,,,0.000175607085111551,,60
,,,,,0.00033442123094573617,,61
,,,,,0.0029677553102374077,,62
,,,,,0.0004544029652606696,,63
,,,,,6.439737717300886e-06,,64
,,,,,0.0040786112658679485,,65
,,,,,0.00025488444953225553,,66
,,,,,0.0010345991468057036,,67
,,,,,0.0001386251678923145,,68
,,,,,0.0007906931568868458,,69
,,,0.9933333396911621,0.001039131311699748,,6,377
1.0,0.00015844769950490445,,,,,6,377
,,0.0002982111764140427,,,,7,399
,,,,,0.00010325697076041251,,70
,,,,,0.0007519872160628438,,71
,,,,,0.003707597032189369,,72
,,,,,0.0004619366372935474,,73
,,,,,4.866577455686638e-06,,74
,,,,,0.004031341522932053,,75
,,,,,0.00019729322229977697,,76
,,,,,0.0004892324795946479,,77
,,,,,5.4102856665849686e-05,,78
,,,,,0.0005591504159383476,,79
,,,0.9933333396911621,0.001067871693521738,,7,431
1.0,0.00011110753985121846,,,,,7,431
,,2.7205645892536268e-05,,,,8,449
,,,,,0.00011581405851757154,,80
,,,,,0.0004205875738989562,,81
,,,,,0.0025999064091593027,,82
,,,,,0.0003113154089078307,,83
,,,,,2.6149218683713116e-06,,84
,,,,,0.004238402470946312,,85
,,,,,0.00014081838889978826,,86
,,,,,0.0005984752206131816,,87
,,,,,0.00010117038618773222,,88
,,,,,0.00046643780660815537,,89
,,,0.996666669845581,0.0009284287807531655,,8,485
1.0,8.317929314216599e-05,,,,,8,485
,,9.620613127481192e-05,,,,9,499
,,,,,8.504200377501547e-05,,90
,,,,,0.00045864752610214055,,91
,,,,,0.002807032084092498,,92
,,,,,0.0005267942324280739,,93
,,,,,3.099019068031339e-06,,94
,,,,,0.005907104350626469,,95
,,,,,0.00018831038323696703,,96
,,,,,0.0006487379432655871,,97
,,,,,7.230691699078307e-05,,98
,,,,,0.0006868966738693416,,99
,,,0.9950000047683716,0.0011684972560033202,,9,539
1.0,6.15789758739993e-05,,,,,9,539
,,6.334508361760527e-05,,,,10,549
,,,,,3.95505121559836e-05,,100
,,,,,0.0012599312467500567,,101
,,,,,0.00475228251889348,,102
,,,,,0.0004935914184898138,,103
,,,,,2.6127040655410383e-06,,104
,,,,,0.004819737281650305,,105
,,,,,0.00015319348312914371,,106
,,,,,0.00029100634856149554,,107
,,,,,1.5180237824097276e-05,,108
,,,,,0.0005497791571542621,,109
,,,0.9933333396911621,0.001283547026105225,,10,593
1.0,5.099617919768207e-05,,,,,10,593
,,0.0017025721026584506,,,,11,599
,,,,,6.958546146051958e-05,,110
,,,,,0.00022629419981967658,,111
,,,,,0.008449860848486423,,112
,,,,,0.0003258176438976079,,113
,,,,,1.0062884030048735e-05,,114
,,,,,0.002051061252132058,,115
,,,,,0.0004022974753752351,,116
,,,,,0.000213152845390141,,117
,,,,,1.4050607205717824e-05,,118
,,,,,0.00040610585710965097,,119
,,,0.9950000047683716,0.0012708770809695125,,11,647
0.9979411959648132,0.0005204358021728694,,,,,11,647
,,0.0003914629924111068,,,,12,649
,,0.0037194027099758387,,,,12,699
,,,,,0.001133691519498825,,120
,,,,,0.00022813785471953452,,121
,,,,,0.0072860014624893665,,122
,,,,,0.0009016446419991553,,123
,,,,,7.778329745633528e-06,,124
,,,,,0.00643164524808526,,125
,,,,,0.00040423875907436013,,126
,,,,,0.0030080038122832775,,127
,,,,,0.0021409967448562384,,128
,,,,,0.0006866359617561102,,129
,,,0.9883333444595337,0.002325293608009815,,12,701
0.998235285282135,0.0005986109026707709,,,,,12,701
,,0.0003644340322352946,,,,13,749
,,,,,0.0017541389679536223,,130
,,,,,0.00024130765814334154,,131
,,,,,0.0025357501581311226,,132
,,,,,0.000831125769764185,,133
,,,,,2.552715841375175e-06,,134
,,,,,0.00821919459849596,,135
,,,,,0.0006967350491322577,,136
,,,,,0.0007003758801147342,,137
,,,,,0.00041560945101082325,,138
,,,,,0.000491158221848309,,139
,,,0.9900000095367432,0.0016619706293568015,,13,755
0.9973529577255249,0.000518340733833611,,,,,13,755
,,9.343413694296032e-05,,,,14,799
,,,,,3.391144855413586e-05,,140
,,,,,0.0003841482102870941,,141
,,,,,0.0038333418779075146,,142
,,,,,0.00012573064304888248,,143
,,,,,1.1440223488534684e-06,,144
,,,,,0.0033523135352879763,,145
,,,,,0.00012887283810414374,,146
,,,,,0.00013536374899558723,,147
,,,,,7.620395626872778e-05,,148
,,,,,0.0002794048050418496,,149
,,,0.9950000047683716,0.0008720860932953656,,14,809
0.9985294342041016,0.0002194996050093323,,,,,14,809
,,5.1039562094956636e-05,,,,15,849
,,,,,1.678240550972987e-05,,150
,,,,,0.000803824164904654,,151
,,,,,0.004088131245225668,,152
